,worker_id,gender,english_first_language,age_group,education
0,833,female,0,45-60,bachelors
1,1072,male,0,30-45,bachelors
2,872,male,0,18-30,hs
3,2116,male,0,30-45,professional
4,453,male,0,30-45,hs
5,164,female,0,30-45,bachelors
6,301,male,0,18-30,professional
7,77,female,1,30-45,some
8,865,female,1,30-45,doctorate
9,715,male,0,18-30,bachelors
10,1852,male,0,30-45,hs
11,344,male,0,30-45,hs
12,916,male,0,30-45,hs
13,407,female,0,18-30,masters
14,2912,male,1,18-30,professional
15,10,male,0,30-45,bachelors
16,177,male,0,45-60,hs
17,1704,male,0,30-45,professional
18,272,male,0,18-30,bachelors
19,1343,female,1,45-60,bachelors
20,3038,female,0,,masters
21,156,male,0,45-60,hs
22,1042,male,0,18-30,hs
23,2364,male,0,18-30,professional
24,461,male,0,30-45,masters
25,26,male,0,30-45,professional
26,3630,male,0,30-45,masters
27,168,female,0,30-45,hs
28,606,female,0,45-60,bachelors
29,150,male,0,30-45,masters
30,3422,male,0,45-60,professional
31,1689,male,0,18-30,masters
32,1228,male,0,18-30,bachelors
33,1213,female,0,45-60,hs
34,1243,female,0,18-30,bachelors
35,1678,male,0,30-45,hs
36,11,male,0,30-45,professional
37,81,male,0,18-30,professional
38,163,female,0,30-45,hs
39,1607,male,0,18-30,bachelors
40,2688,male,0,45-60,bachelors
41,2231,male,0,30-45,hs
42,1890,male,0,18-30,hs
43,217,male,0,18-30,bachelors
44,1152,male,0,30-45,hs
45,1475,male,0,18-30,bachelors
46,382,male,0,30-45,bachelors
47,3493,male,0,18-30,bachelors
48,452,male,0,45-60,masters
49,3618,male,0,45-60,bachelors
50,3773,male,0,45-60,masters
51,1062,male,0,30-45,hs
52,1117,female,0,30-45,professional
53,2699,female,0,18-30,masters
54,365,male,0,18-30,hs
55,445,male,0,18-30,hs
56,876,male,0,18-30,some
57,1110,female,0,Under 18,hs
58,3629,male,0,18-30,bachelors
59,1093,male,0,18-30,some
60,208,female,1,30-45,hs
61,1991,female,0,30-45,bachelors
62,4026,male,0,30-45,hs
63,1622,female,0,45-60,bachelors
64,51,male,0,30-45,hs
65,3173,female,0,30-45,professional
66,877,male,0,18-30,bachelors
67,2319,male,0,30-45,hs
68,1223,male,0,30-45,hs
69,475,male,1,18-30,bachelors
70,840,female,0,18-30,professional
71,3677,female,0,18-30,bachelors
72,993,female,0,18-30,professional
73,1006,male,0,30-45,bachelors
74,34,female,0,30-45,bachelors
75,151,male,0,30-45,hs
76,1556,female,0,30-45,bachelors
77,1667,male,0,30-45,professional
78,1951,male,0,18-30,bachelors
79,89,male,1,18-30,bachelors
80,578,female,0,30-45,hs
81,3821,female,0,18-30,bachelors
82,1743,male,0,18-30,bachelors
83,294,male,0,18-30,some
84,12,male,0,30-45,professional
85,261,male,0,18-30,masters
86,328,male,0,18-30,bachelors
87,384,male,0,18-30,masters
88,2334,male,1,30-45,bachelors
89,2674,female,1,45-60,hs
90,2982,female,0,18-30,bachelors
91,3221,male,0,18-30,bachelors
92,180,male,0,18-30,bachelors
93,311,male,0,18-30,bachelors
94,2474,female,0,18-30,bachelors
95,1135,male,0,30-45,bachelors
96,1762,female,0,30-45,bachelors
97,480,female,0,30-45,masters
98,2569,male,1,30-45,masters
99,1056,female,0,30-45,bachelors
100,587,female,0,18-30,professional
101,2944,female,0,18-30,masters
102,2493,male,0,18-30,masters
103,1377,male,0,45-60,hs
104,647,male,0,18-30,hs
105,1889,male,0,18-30,bachelors
106,656,male,0,45-60,hs
107,483,male,0,30-45,professional
108,1156,male,0,30-45,hs
109,1599,male,0,18-30,hs
110,273,male,0,18-30,bachelors
111,2876,female,0,30-45,bachelors
112,45,male,0,18-30,bachelors
113,957,female,0,30-45,bachelors
114,2869,male,0,30-45,masters
115,672,female,1,30-45,bachelors
116,3188,male,0,30-45,bachelors
117,663,female,0,30-45,bachelors
118,2281,male,0,30-45,hs
119,680,male,0,30-45,bachelors
120,140,male,0,18-30,bachelors
121,2939,male,1,45-60,bachelors
122,1007,male,0,18-30,professional
123,907,male,0,30-45,professional
124,5,male,0,18-30,bachelors
125,1068,male,0,18-30,masters
126,1424,male,0,45-60,professional
127,3759,female,0,30-45,masters
128,1012,male,1,30-45,hs
129,836,female,0,30-45,masters
130,1295,female,0,30-45,hs
131,122,male,0,18-30,bachelors
132,1086,male,0,30-45,bachelors
133,2343,male,0,18-30,some
134,1394,female,0,18-30,bachelors
135,1683,male,0,18-30,bachelors
136,668,female,0,18-30,bachelors
137,2408,male,1,30-45,hs
138,3034,male,0,45-60,hs
139,136,female,0,30-45,hs
140,408,female,0,18-30,bachelors
141,2342,female,0,30-45,bachelors
142,3508,male,0,18-30,bachelors
143,1488,male,0,30-45,hs
144,1050,male,0,18-30,professional
145,2902,female,0,18-30,hs
146,1191,female,0,30-45,bachelors
147,403,female,0,30-45,professional
148,1963,male,0,18-30,hs
149,1766,male,0,30-45,bachelors
150,671,male,0,18-30,bachelors
151,3069,male,0,30-45,professional
152,214,female,0,30-45,bachelors
153,543,female,0,30-45,hs
154,1786,male,0,30-45,bachelors
155,834,female,0,30-45,hs
156,324,male,0,30-45,bachelors
157,200,male,0,45-60,hs
158,2893,female,0,30-45,bachelors
159,958,male,0,18-30,masters
160,3085,male,0,30-45,masters
161,933,male,0,30-45,hs
162,160,male,0,30-45,bachelors
163,186,female,0,30-45,bachelors
164,3072,female,0,30-45,bachelors
165,14,male,0,30-45,bachelors
166,1034,male,0,30-45,professional
167,4049,female,0,18-30,bachelors
168,1060,male,0,18-30,bachelors
169,3517,female,0,30-45,professional
170,1127,female,0,45-60,masters
171,270,male,0,30-45,masters
172,1772,female,0,18-30,masters
173,2847,male,0,18-30,hs
174,3669,female,0,30-45,bachelors
175,791,female,0,18-30,bachelors
176,1310,male,0,30-45,masters
177,1630,male,0,18-30,hs
178,1551,female,0,30-45,professional
179,1399,male,0,18-30,hs
180,646,male,0,18-30,hs
181,991,male,0,18-30,professional
182,62,male,0,45-60,bachelors
183,960,female,0,30-45,hs
184,867,male,0,18-30,hs
185,505,female,0,30-45,professional
186,1586,male,0,30-45,bachelors
187,1830,female,0,18-30,hs
188,1612,male,0,30-45,hs
189,2259,male,0,30-45,hs
190,1718,male,0,18-30,bachelors
191,1169,male,1,30-45,professional
192,2803,male,0,30-45,bachelors
193,1840,male,0,45-60,hs
194,925,female,1,18-30,bachelors
195,616,male,0,30-45,bachelors
196,498,female,0,18-30,masters
197,159,male,0,30-45,hs
198,103,male,0,18-30,hs
199,1222,female,1,Under 18,hs
200,1446,female,1,18-30,hs
201,1177,male,0,30-45,masters
202,818,female,1,45-60,hs
203,2748,female,1,30-45,hs
204,1274,male,0,18-30,bachelors
205,227,male,0,30-45,masters
206,1416,male,0,30-45,bachelors
207,525,female,0,18-30,hs
208,306,male,0,30-45,bachelors
209,2301,female,0,18-30,hs
210,796,male,0,Over 60,bachelors
211,2300,male,0,30-45,bachelors
212,3005,female,0,18-30,professional
213,1447,male,0,Under 18,hs
214,1974,male,1,18-30,hs
215,44,male,0,30-45,professional
216,1100,female,0,18-30,bachelors
217,2627,male,0,18-30,bachelors
218,1102,female,0,30-45,hs
219,128,male,0,18-30,hs
220,2139,male,0,30-45,bachelors
221,1019,female,0,18-30,bachelors
222,266,male,0,30-45,bachelors
223,1708,female,0,30-45,bachelors
224,2218,male,0,18-30,bachelors
225,110,female,0,30-45,masters
226,1608,male,1,18-30,hs
227,2572,male,0,18-30,bachelors
228,2841,male,0,30-45,bachelors
229,1732,female,0,18-30,bachelors
230,605,male,0,18-30,bachelors
231,1270,male,0,18-30,hs
232,345,male,0,Over 60,professional
233,3525,male,0,30-45,bachelors
234,2522,male,0,30-45,masters
235,362,male,1,30-45,professional
236,3230,female,0,45-60,hs
237,477,male,0,45-60,masters
238,2943,male,0,Under 18,hs
239,1111,female,0,18-30,bachelors
240,1808,male,0,30-45,professional
241,2894,female,0,45-60,hs
242,1298,male,1,45-60,bachelors
243,1092,male,1,30-45,hs
244,1262,male,0,30-45,bachelors
245,533,male,0,18-30,some
246,790,male,0,18-30,bachelors
247,166,male,0,45-60,professional
248,562,male,0,18-30,masters
249,2220,male,0,45-60,masters
250,941,male,0,30-45,professional
251,964,male,0,45-60,hs
252,2693,female,1,45-60,bachelors
253,1073,female,0,30-45,hs
254,1662,male,0,30-45,masters
255,922,male,0,30-45,bachelors
256,1350,male,0,30-45,bachelors
257,627,male,0,18-30,hs
258,3728,male,0,45-60,masters
259,1780,female,0,18-30,bachelors
260,1802,male,0,30-45,hs
261,1806,male,0,18-30,hs
262,230,female,0,18-30,masters
263,2905,male,1,18-30,masters
264,1973,male,0,30-45,hs
265,1710,female,0,18-30,hs
266,134,male,0,18-30,bachelors
267,2399,male,0,30-45,professional
268,262,male,0,18-30,hs
269,54,female,0,45-60,some
270,934,male,1,Over 60,bachelors
271,139,male,0,30-45,professional
272,4034,male,0,18-30,masters
273,1025,male,0,18-30,bachelors
274,569,male,0,18-30,bachelors
275,321,male,0,18-30,bachelors
276,652,male,0,18-30,bachelors
277,2452,male,0,45-60,masters
278,127,male,0,30-45,bachelors
279,2063,male,0,30-45,masters
280,1253,male,0,30-45,masters
281,2002,male,0,30-45,professional
282,1657,female,1,30-45,bachelors
283,285,male,1,45-60,masters
284,1579,male,0,30-45,bachelors
285,33,male,0,30-45,professional
286,1968,male,1,18-30,hs
287,972,female,0,18-30,bachelors
288,918,male,0,30-45,professional
289,1878,male,0,18-30,hs
290,1040,male,0,18-30,bachelors
291,1037,male,0,45-60,masters
292,2955,male,1,45-60,hs
293,1129,male,0,30-45,bachelors
294,40,male,0,30-45,masters
295,238,male,0,18-30,some
296,1415,male,0,30-45,bachelors
297,550,female,0,30-45,professional
298,928,male,1,18-30,hs
299,1459,male,0,18-30,hs
300,2706,male,0,30-45,bachelors
301,851,female,0,18-30,bachelors
302,1375,male,0,18-30,bachelors
303,1632,female,0,30-45,doctorate
304,2124,male,1,18-30,masters
305,2964,male,0,Under 18,hs
306,1039,male,0,30-45,hs
307,3551,male,0,30-45,doctorate
308,793,female,1,45-60,hs
309,1392,female,1,30-45,bachelors
310,2520,male,0,30-45,hs
311,3786,female,1,18-30,hs
312,1565,male,0,30-45,bachelors
313,2802,male,0,30-45,bachelors
314,1998,female,0,45-60,bachelors
315,1455,male,0,18-30,bachelors
316,2022,male,0,18-30,bachelors
317,1928,male,0,18-30,some
318,1978,female,0,30-45,hs
319,404,male,0,30-45,bachelors
320,868,male,0,30-45,hs
321,3312,male,0,30-45,hs
322,3015,male,0,18-30,bachelors
323,785,male,0,30-45,professional
324,736,male,1,30-45,masters
325,1454,male,0,18-30,bachelors
326,3309,male,0,18-30,masters
327,3681,male,0,18-30,hs
328,1639,male,0,30-45,hs
329,3344,male,0,18-30,bachelors
330,2071,male,0,18-30,masters
331,1500,male,0,18-30,hs
332,1185,male,0,45-60,bachelors
333,106,male,0,18-30,bachelors
334,853,male,0,30-45,masters
335,524,female,0,30-45,masters
336,970,male,0,18-30,professional
337,3288,male,1,30-45,professional
338,2447,male,0,18-30,hs
339,352,male,0,30-45,bachelors
340,2594,male,0,18-30,hs
341,3014,male,0,30-45,hs
342,564,male,0,30-45,masters
343,997,female,0,30-45,hs
344,920,male,0,18-30,bachelors
345,1033,female,0,45-60,bachelors
346,633,female,0,30-45,professional
347,513,male,1,45-60,professional
348,924,male,0,18-30,bachelors
349,1643,male,0,18-30,professional
350,899,female,0,30-45,hs
351,229,male,0,30-45,bachelors
352,235,male,1,18-30,professional
353,1128,male,0,30-45,masters
354,1057,male,0,30-45,hs
355,1280,male,0,18-30,professional
356,2580,female,0,30-45,masters
357,608,male,0,18-30,bachelors
358,117,female,0,30-45,bachelors
359,1720,male,0,18-30,hs
360,237,male,0,30-45,hs
361,120,male,0,30-45,bachelors
362,67,male,0,18-30,hs
363,2097,female,0,30-45,hs
364,2446,male,0,18-30,professional
365,386,male,0,30-45,hs
366,458,male,1,18-30,masters
367,781,male,1,18-30,bachelors
368,104,female,1,30-45,bachelors
369,1120,male,0,45-60,hs
370,1925,female,0,30-45,hs
371,494,male,0,30-45,masters
372,1224,female,0,18-30,hs
373,1900,female,0,30-45,bachelors
374,3443,male,1,30-45,hs
375,3267,male,1,30-45,hs
376,3415,female,1,18-30,hs
377,3249,male,0,45-60,professional
378,429,male,0,30-45,masters
379,570,male,0,18-30,professional
380,1363,male,1,18-30,bachelors
381,116,male,0,30-45,bachelors
382,946,male,0,18-30,bachelors
383,2467,female,0,30-45,bachelors
384,69,male,0,30-45,hs
385,86,female,0,45-60,some
386,1168,male,0,18-30,hs
387,82,female,0,18-30,bachelors
388,2465,male,1,45-60,hs
389,87,female,1,45-60,hs
390,1001,male,1,30-45,bachelors
391,1845,male,0,18-30,bachelors
392,537,male,0,45-60,bachelors
393,1828,male,1,18-30,masters
394,1624,male,1,30-45,bachelors
395,1273,male,0,18-30,some
396,1611,male,0,18-30,hs
397,1594,male,0,Under 18,hs
398,1016,male,0,18-30,professional
399,981,male,0,30-45,bachelors
400,3903,male,0,18-30,masters
401,3834,female,1,Under 18,some
402,148,male,0,30-45,hs
403,713,male,0,30-45,hs
404,3439,female,0,45-60,bachelors
405,132,male,0,Over 60,bachelors
406,2292,male,0,45-60,masters
407,443,male,0,45-60,bachelors
408,531,female,0,30-45,hs
409,609,male,0,18-30,professional
410,575,male,0,30-45,professional
411,226,male,1,30-45,bachelors
412,1276,female,0,30-45,professional
413,740,female,0,30-45,professional
414,1221,male,0,30-45,bachelors
415,37,male,0,18-30,masters
416,1456,male,0,30-45,bachelors
417,232,female,0,45-60,bachelors
418,295,male,1,18-30,bachelors
419,523,male,0,18-30,hs
420,895,male,1,30-45,bachelors
421,440,female,0,30-45,bachelors
422,2052,male,0,18-30,hs
423,3771,male,0,30-45,masters
424,98,male,0,18-30,hs
425,293,male,0,45-60,hs
426,1211,female,0,30-45,bachelors
427,59,male,1,30-45,masters
428,455,male,0,30-45,bachelors
429,3190,female,0,45-60,doctorate
430,1836,female,1,30-45,hs
431,3695,female,0,45-60,bachelors
432,3356,male,0,45-60,professional
433,3612,female,0,18-30,bachelors
434,1817,female,0,30-45,some
435,1207,male,0,18-30,bachelors
436,451,female,0,18-30,bachelors
437,850,male,0,30-45,hs
438,277,male,0,30-45,masters
439,219,male,1,,bachelors
440,1205,male,0,18-30,bachelors
441,2132,female,0,30-45,masters
442,2963,male,0,18-30,bachelors
443,3206,male,0,18-30,masters
444,1249,male,0,30-45,masters
445,316,female,0,30-45,masters
446,761,male,0,30-45,hs
447,1680,male,0,30-45,bachelors
448,747,female,0,18-30,hs
449,356,male,0,30-45,hs
450,312,male,0,30-45,masters
451,60,male,0,30-45,bachelors
452,1787,female,0,18-30,bachelors
453,1376,male,0,18-30,professional
454,1147,male,0,18-30,bachelors
455,2854,female,0,30-45,masters
456,161,female,0,45-60,masters
457,1305,male,0,30-45,bachelors
458,1654,male,0,45-60,masters
459,414,female,0,18-30,bachelors
460,2168,female,0,30-45,bachelors
461,584,male,0,45-60,bachelors
462,4,male,0,30-45,hs
463,544,male,0,30-45,hs
464,1282,male,0,30-45,professional
465,2855,female,0,30-45,masters
466,1175,male,0,18-30,hs
467,3107,female,1,18-30,bachelors
468,2592,female,1,30-45,bachelors
469,1516,male,1,30-45,bachelors
470,3283,male,0,,professional
471,951,male,0,45-60,bachelors
472,411,male,0,30-45,doctorate
473,892,male,0,,hs
474,1600,male,0,45-60,bachelors
475,1307,male,0,30-45,hs
476,1204,male,0,30-45,bachelors
477,939,female,0,45-60,masters
478,228,male,0,18-30,professional
479,1799,female,0,18-30,masters
480,1815,male,0,30-45,bachelors
481,16,male,0,30-45,masters
482,2307,male,0,18-30,hs
483,1587,male,0,30-45,bachelors
484,3198,male,0,30-45,bachelors
485,2110,female,0,45-60,hs
486,503,female,0,18-30,bachelors
487,1372,male,0,30-45,bachelors
488,595,female,1,18-30,professional
489,271,female,1,30-45,bachelors
490,3805,male,0,Over 60,bachelors
491,2047,male,1,30-45,masters
492,2642,female,1,30-45,bachelors
493,392,male,0,30-45,hs
494,852,male,0,30-45,masters
495,809,female,0,30-45,bachelors
496,265,male,0,30-45,professional
497,542,male,0,45-60,hs
498,3531,female,0,30-45,bachelors
499,871,female,0,18-30,masters
500,2999,female,0,45-60,hs
501,855,female,0,18-30,masters
502,1765,male,0,30-45,masters
503,953,female,0,45-60,masters
504,1417,female,0,30-45,bachelors
505,2571,female,1,30-45,hs
506,1684,male,1,18-30,bachelors
507,2654,female,0,45-60,masters
508,1803,female,0,45-60,hs
509,1736,female,0,18-30,masters
510,1438,male,0,30-45,bachelors
511,2012,female,0,18-30,masters
512,2336,male,0,30-45,bachelors
513,1348,male,1,18-30,bachelors
514,678,female,0,30-45,bachelors
515,2441,male,0,18-30,hs
516,579,male,0,30-45,masters
517,2221,female,0,30-45,masters
518,58,female,0,30-45,bachelors
519,1287,male,0,30-45,masters
520,332,female,0,18-30,bachelors
521,1843,male,0,30-45,professional
522,3222,female,0,45-60,hs
523,3070,male,0,18-30,professional
524,176,male,0,18-30,hs
525,1009,male,0,30-45,masters
526,2471,female,0,45-60,masters
527,291,male,0,45-60,hs
528,961,male,1,30-45,hs
529,921,male,0,18-30,bachelors
530,2996,male,0,Under 18,bachelors
531,3328,female,0,30-45,bachelors
532,462,male,0,18-30,professional
533,225,male,1,18-30,hs
534,303,male,0,30-45,some
535,1670,male,1,30-45,bachelors
536,856,male,0,30-45,bachelors
537,1936,male,0,18-30,professional
538,2527,female,0,30-45,bachelors
539,1170,female,0,30-45,bachelors
540,1824,female,0,30-45,some
541,2515,male,0,18-30,hs
542,141,male,0,30-45,hs
543,3355,male,0,30-45,hs
544,3660,male,0,30-45,bachelors
545,101,female,0,30-45,hs
546,409,male,0,18-30,bachelors
547,1903,female,1,Over 60,professional
548,987,male,1,30-45,bachelors
549,1901,male,0,30-45,professional
550,3022,female,0,18-30,professional
551,2333,male,0,30-45,hs
552,1788,male,1,30-45,hs
553,1518,female,0,18-30,professional
554,363,male,0,30-45,hs
555,2962,male,0,45-60,professional
556,1827,male,0,18-30,bachelors
557,183,female,0,30-45,bachelors
558,2828,female,1,45-60,hs
559,420,female,0,45-60,bachelors
560,2374,female,0,30-45,bachelors
561,1920,female,0,45-60,hs
562,212,male,0,18-30,bachelors
563,3792,female,0,30-45,masters
564,1466,male,0,18-30,professional
565,717,male,0,30-45,hs
566,2720,male,0,18-30,professional
567,2025,male,0,30-45,bachelors
568,913,male,0,30-45,masters
569,1584,male,0,30-45,masters
570,2734,female,0,18-30,hs
571,346,male,0,18-30,professional
572,1724,male,0,18-30,masters
573,3280,male,0,18-30,hs
574,3483,male,0,18-30,masters
575,3570,female,1,18-30,masters
576,1620,male,0,30-45,hs
577,1798,male,0,18-30,masters
578,3680,male,0,30-45,hs
579,1226,female,0,30-45,professional
580,492,female,0,45-60,bachelors
581,632,female,0,30-45,masters
582,343,female,0,Over 60,some
583,2596,female,0,30-45,doctorate
584,3593,male,1,45-60,bachelors
585,1956,female,0,18-30,masters
586,1672,male,1,30-45,doctorate
587,2760,female,0,18-30,hs
588,1636,male,1,18-30,bachelors
589,583,male,1,30-45,masters
590,1445,male,0,45-60,hs
591,256,female,0,18-30,hs
592,810,female,0,30-45,hs
593,1220,male,0,30-45,masters
594,278,male,0,30-45,bachelors
595,432,male,0,30-45,masters
596,1328,male,0,18-30,bachelors
597,2090,female,0,30-45,bachelors
598,3860,female,0,18-30,hs
599,1364,female,0,30-45,bachelors
600,3485,female,0,45-60,bachelors
601,3713,male,0,30-45,professional
602,162,male,0,30-45,masters
603,1989,male,0,Under 18,hs
604,3361,male,0,30-45,masters
605,490,male,0,45-60,hs
606,142,female,0,30-45,bachelors
607,3351,male,0,45-60,bachelors
608,936,female,0,45-60,bachelors
609,275,male,0,18-30,hs
610,854,male,0,30-45,masters
611,3904,female,0,30-45,hs
612,405,female,0,30-45,hs
613,63,female,0,18-30,masters
614,3960,male,0,30-45,masters
615,481,female,0,18-30,hs
616,812,male,0,18-30,masters
617,2956,male,0,30-45,hs
618,3512,male,1,45-60,masters
619,1751,male,0,45-60,professional
620,239,male,0,18-30,hs
621,3832,female,0,30-45,bachelors
622,1935,male,0,30-45,masters
623,2817,female,1,30-45,hs
624,115,female,0,18-30,bachelors
625,3932,female,1,18-30,bachelors
626,206,female,0,18-30,hs
627,2584,male,0,30-45,professional
628,2387,male,0,30-45,doctorate
629,1652,male,0,18-30,bachelors
630,0,male,0,18-30,hs
631,1260,female,1,45-60,hs
632,3394,male,0,30-45,bachelors
633,4018,male,0,30-45,hs
634,268,female,0,30-45,bachelors
635,90,male,0,30-45,bachelors
636,247,female,0,30-45,bachelors
637,113,male,0,30-45,masters
638,333,male,0,18-30,bachelors
639,198,female,0,45-60,masters
640,1366,female,0,30-45,bachelors
641,1172,male,0,45-60,bachelors
642,3066,male,0,18-30,hs
643,3827,male,0,30-45,hs
644,3559,male,0,30-45,bachelors
645,3727,male,0,30-45,bachelors
646,2084,female,0,18-30,hs
647,3807,male,1,45-60,masters
648,3428,male,0,18-30,masters
649,1003,male,0,30-45,masters
650,3602,male,0,18-30,hs
651,1781,male,0,18-30,hs
652,493,female,0,18-30,masters
653,30,female,0,30-45,bachelors
654,2013,male,0,30-45,masters
655,3790,female,0,18-30,masters
656,434,male,0,18-30,bachelors
657,1369,male,0,18-30,bachelors
658,2250,male,0,18-30,hs
659,2698,male,0,30-45,bachelors
660,1208,female,0,30-45,some
661,1426,male,0,18-30,bachelors
662,1089,male,0,45-60,bachelors
663,1201,male,0,Under 18,hs
664,704,male,0,18-30,bachelors
665,133,male,0,30-45,masters
666,379,male,0,30-45,professional
667,1173,female,0,18-30,bachelors
668,2379,male,0,18-30,masters
669,782,male,0,30-45,masters
670,2151,female,0,30-45,masters
671,639,male,0,45-60,bachelors
672,3180,male,1,30-45,hs
673,2297,female,1,30-45,masters
674,3768,female,0,18-30,masters
675,322,female,0,30-45,bachelors
676,260,female,0,30-45,bachelors
677,1575,female,0,30-45,professional
678,457,female,0,18-30,bachelors
679,938,female,1,45-60,hs
680,3382,female,0,18-30,professional
681,1131,male,0,,bachelors
682,3488,male,0,30-45,masters
683,2058,female,0,18-30,doctorate
684,2614,female,0,45-60,masters
685,435,female,0,18-30,bachelors
686,50,female,0,18-30,hs
687,3479,female,0,18-30,bachelors
688,144,male,0,30-45,bachelors
689,2103,female,0,30-45,masters
690,1629,female,0,18-30,bachelors
691,2915,male,0,18-30,masters
692,3749,female,1,30-45,masters
693,3814,male,0,18-30,professional
694,1592,female,0,45-60,bachelors
695,1794,male,0,18-30,hs
696,2038,male,1,30-45,bachelors
697,507,female,0,18-30,bachelors
698,3516,male,0,18-30,professional
699,3702,male,0,18-30,hs
700,2331,male,0,18-30,hs
701,3148,male,0,30-45,professional
702,56,male,0,30-45,bachelors
703,1101,male,0,18-30,bachelors
704,48,male,0,30-45,hs
705,1404,male,0,18-30,some
706,1538,male,0,30-45,bachelors
707,539,female,0,18-30,bachelors
708,1010,male,0,30-45,bachelors
709,591,female,1,30-45,bachelors
710,2312,male,0,18-30,bachelors
711,3146,female,0,18-30,masters
712,371,female,0,30-45,bachelors
713,338,female,0,30-45,doctorate
714,2616,female,0,18-30,masters
715,776,female,0,18-30,hs
716,2814,male,0,18-30,bachelors
717,1655,male,1,30-45,bachelors
718,2453,female,0,18-30,bachelors
719,869,male,0,Under 18,hs
720,2098,male,0,30-45,hs
721,7,male,0,18-30,bachelors
722,1496,male,0,18-30,hs
723,882,male,0,30-45,professional
724,27,male,0,18-30,hs
725,573,male,0,18-30,professional
726,2392,female,0,18-30,masters
727,2252,female,1,30-45,masters
728,1874,male,1,45-60,hs
729,3673,female,0,30-45,hs
730,446,female,0,30-45,masters
731,1198,female,0,45-60,masters
732,1505,female,0,18-30,hs
733,286,female,0,30-45,hs
734,449,female,0,30-45,professional
735,2261,male,0,18-30,bachelors
736,485,male,0,30-45,bachelors
737,2172,male,0,45-60,masters
738,3527,male,0,18-30,hs
739,3507,male,0,18-30,professional
740,3523,female,0,30-45,bachelors
741,1477,female,1,30-45,bachelors
742,3705,male,0,30-45,professional
743,3039,male,0,30-45,masters
744,1179,female,0,18-30,masters
745,167,female,0,18-30,professional
